Message,Extracted,Expected
"Out for Delivery:mik Applique Stylish, ... with tracking ID FMPC1823195700, will be delivered between 07:30PM - 11:30PM today by an EKART Service Partner (call 09657882288, PIN 296). Please pay Rs.162.0 by cash..",0730,nan
"CITYKART Shopping Alert, Apka Rs500 Ka FREE Coupon Expire Hone Wala Hai,JALDI KIJIYE Bache Hai Sirf 3 Din,Valid:15April Cpn Code:04032PSUJM5 T&C* -CITYKART",040325,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 12:30PM - 04:30PM today by an EKART Wish Master (call 04067820005, PIN 183). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/bZ4dVJNNNN .",1230,nan
"Out for Delivery:mik Applique Stylish, ... with tracking ID FMPC1823195700, will be delivered between 10:00AM - 02:00PM today by an EKART Service Partner (call 09657882288, PIN 296). Please pay Rs.162.0 by cash..",1000,nan
Beneficiary (Bene Name: GOPINATH S) added by you on 28-FEB-2022 at 10:07 PM to your KVB - DLite account is activated and you shall initiate transactions now,282022,nan
"Out for Delivery:utkrist Self Design Pr... with tracking ID FMPC1810193261, will be delivered between 01:00PM - 05:00PM today by an EKART Service Partner (call 08068960020, PIN 213). Please pay Rs.239.0 by cash..",0100,nan
"Dear Customer, Thank you for Shopping at Lenskart Store. Please take out some time to share your store experience with us on Google.

lskt.me/R1129",1129,nan
Go Easy this Holi at Spar-Easybuy! Celebrate in style with family starting just Rs129. Get Home Centre 4 Pc Set @ 249 on shopping of 2999. bit.ly/37nfFG4 TC,2999,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1771579632 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04067820005, PIN 123). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/EIh2qiNNNN .",0930,nan
"Dear Customer, reset MPIN request @CANDI has been failed due to 13-Apr-2022 on 22:00:09. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank",132022,nan
Dear 63693822XX 5500 Bonus Superstar Daily finale Junglee Rummy Prize Pool: 720589 Entry Fees - Win -,63693822,nan
"Your a/c XXXXXXXXXXXX8571 is debited Rs. 1300.00 on 2/28/2022 10:12:26 PM to GOPINATH S .
info :P2A/205916770412 -KVB",8571,nan
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 414507:1.5GB/DUL84D5GB28D,1699484,nan
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 678359:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699484,nan
Dear 63693822XX 5500 Bonus Superstar Daily finale Junglee Rummy Prize Pool: 205000 Entry Fees - Win -,63693822,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",33000,nan
"Out for Delivery: Steelbird SB-50 Adonis... with tracking ID FMPC1753773531 from flipkart.com, will be delivered between 12:00PM - 04:00PM today by an EKART Wish Master (call 04440114101, PIN 157). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/uxTPUDNNNN .",1200,nan
"Out for Delivery: PARK AVENUE Good Morni... with tracking ID FMPC1561008494 from flipkart.com, will be delivered between 08:30AM - 12:30PM today by an EKART Wish Master (call 02071177115, PIN 109). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/Ed0glkNNNN .",0830,nan
"Dear Customer,
Daily Deals
@VISHAL MEGAMART

Mon-Almond1kg-at629
Tue-Shampoo-at40%OFF
Wed-SpinMopMrp1350-at449
Thu-VIPTrolley Mrp6495-at2599
Unsub +918067006167",1629,nan
"Out for Delivery:ORENICS 33000 mAh Powe... with tracking ID FMPC1815302951, will be delivered between 01:30PM - 05:30PM today by an EKART Service Partner (call 09174003000, PIN 286). Please pay Rs.550.0 by cash..",33000,nan
"Hi Amit thakur, greetings from Paytm!
Your bus ticket has been confirmed and details are sent to apputhakur4399@gmail.com
Here are your booking details
Amritsar to Chandigarh
Zingbus
BHARAT BENZ SEMI-SLEEPER
PNR: ZB211027130521
--
Ticket No: 22D4KNW
Paytm Booking ID: 15734767880
Passengers: amit thakur
Seats: 33(M)
Boarding time: 20:00 Wed, 27 Oct 2021
Location: Bhawani Travels Hall gateBhawani Travels, Hall Gate Cir, Pink Plaza Market, Hathi Gat
Landmark: Bhawani Travels Hall gate
--
8287009889
Drop: Indo Canadian Tpt
Please check Paytm app or registered email address for complete ticket details.
For assistance contact: 0120 4880880 or https://paytm.com/care
----",4399,nan
"Enjoy exclusive savings on every payment you make via PayZapp!
With over 2000+ merchants across Bill Payments/Grocery/Shopping & Travel hdfcbk.io/WEB4KAWE7Pfh  T&C",2000,nan
"Out for Delivery: ShoppKing OnePlus X Ba... with tracking ID FMPC1573530578 from flipkart.com, will be delivered between 11:00AM - 03:00PM today by an EKART Wish Master (call 09657882288, PIN 132). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/j733JXuuuN .",1100,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 142). Keep the product ready with all accessories and tags for verification.",33000,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 129). Keep the product ready with all accessories and tags for verification.",33000,nan
Liked your shopping experience? We would love to hear from you about your Lenskart order#1254826913 at https://nps.bz/LENSKART-15291847,15291847,nan
"Out for Delivery: GFive U106 with tracking ID FMPC1825267238 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04471369277, PIN 165). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/uFlJu3NNNN .",0930,nan
"Out for Delivery:HOTSTYLE Running Shoes... with tracking ID FMPC1854778553, will be delivered between 07:30AM - 11:30AM today by an EKART Service Partner (call 09174003000, PIN 273). Please pay Rs.229.0 by cash..",0730,nan
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs.4194.48CASHUPIPayment Link. Code refuse 179989,95734,179989
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs.202.93CASHUPIPayment Link. Code refuse 857467,95734,857467
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs.2976.19CASHUPIPayment Link. Code refuse 186709,95734,186709
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.1289.27CASHUPIPayment Link. Code refuse 398815,95362,398815
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.695.62CASHUPIPayment Link. Code refuse 642882,95362,642882
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.2052.24CASHUPIPayment Link. Code refuse 652168,95362,652168
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.4495.57CASHUPIPayment Link. Code refuse 927343,95362,927343
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.1394.33CASHUPIPayment Link. Code refuse 781617,95362,781617
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.1661.69CASHUPIPayment Link. Code refuse 378396,95362,378396
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.2758.92CASHUPIPayment Link. Code refuse 690734,95362,690734
FB-180952 Facebook confirmation code 53158,53158,180952
FB-696456 Facebook confirmation code 53158,53158,696456
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.3064.42CASHUPIPayment Link. Code refuse 205781,95362,205781
"Out for Delivery: Aroma NB119 Titanium -... with tracking ID FMPC1763186821 from flipkart.com, will be delivered between 01:30PM - 05:30PM today by an EKART Wish Master (call 04440114101, PIN 123). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/K5M!59uuuN .",0130,nan
"Out for Delivery: ShoppKing OnePlus X Ba... with tracking ID FMPC1573530578 from flipkart.com, will be delivered between 11:30AM - 03:30PM today by an EKART Wish Master (call 09657882288, PIN 129). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/_CCWwJNNNN .",1130,nan
"IPL Fiesta is back! Refresh Wardrobe with your Favourite Jersey colors from PETER ENGLAND Spring Collection! Also, Get FREE Rs.2000 shopping on purchase of Rs.6999 at TIRUCHIRAPPALLI Store. Valid till 31Mar.T&C.",2000,nan
"Out for Delivery: ArrowMax GYM GLOVES WR... with tracking ID FMPC1784760128 from flipkart.com, will be delivered between 11:30AM - 03:30PM today by an EKART Wish Master (call 09657882288, PIN 174). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/ePEhT1NNNN .",1130,nan
"Your IDBI Bank Debit card has been dispatched via Speed Post -AWB No:JM180191088IN on [07-02-22 00:00:00 IST], pls contact your IDBI Bank branch if card is not delivered in 14 days. For security reasons, your card is enabled only for Domestic ATM & POS trxns. To enable the card for online(Ecom)/contactless/international transactions, kindly download/update latest version of GO Mobile+ App/ Abhay App. Pls generate Debit Card PIN through ATM/Inet/IVR",070222,nan
Your SBI Debit Card ending with 8981 dispatched on 11042022 thru Speed Post No. EB049769289IN. Please follow instructions on welcome letter to generate your PIN,8981,nan
LAST 2 DAYS to get Rs500 OFF@TRENDS on shopping of Rs1250 til 28Nov.Use code TRNDDG24XR3011 at stores open with highest safety standards.Ignore if redeemed. T&C,243011,nan
One Time verification code 910874.AkHA4lzFwHZ - Future Group,9108744,910874
otp for Online Txn INR 395.30 at PAYTM on Indian Bank Debit card ending 4988 is 148426. Valid for 3min. Dt 07-04-2022 12:00:41. Do Not Disclose.,4988,148426
Secret OTP Online Purchase 209601 card ending 4512. Valid till 15 mins. share OTP security reason.,4512,209601
Secret OTP Online Purchase 240076 card ending 4512. Valid till 15 mins. share OTP security reason.,4512,240076
"Out for Delivery: Candes Lynx 1200 mm Ul... with tracking ID FMPC1546948423 from flipkart.com, will be delivered today by an EKART Wish Master (call 04440114101, PIN 170). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/p5DjdxuuuN .",1200,nan
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 2599:1.5GB/DUL84D5GB28D,1699484,nan
Secret OTP Online Purchase 729361 card ending 4512. Valid till 15 mins. share OTP security reason.,4512,729361
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 533636.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
OTP for Online Txn INR 395.30 at PAYTM on Indian Bank Debit card ending 4988 is 148426. Valid for 3min. Dt 07-04-2022 12:00:41. Do Not Disclose.,4988,148426
One Time verification code 358236.AkHA4lzFwHZ - Future Group,3582364,358236
One Time verification code 2825.AkHA4lzFwHZ - Future Group,28254,2825
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 461337:1.5GB/DUL84D5GB28D,1699484,nan
CITYKART Shopping Alert Apka Rs500 Ka FREE Coupon Expire Hone Wala HaiJALDI KIJIYE Bache Hai Sirf 3 DinValid:15April Cpn Code:04032PSUJM5 TC -CITYKART,040325,nan
Dear Sudhakar Lahu Shambharkar eligible may avail precaution dose 26-04-2022. Please visit - CoWIN,26042022,nan
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 224570 2.5 CR Entry Fees - Win -,63065557,nan
"LAST 2DAYS of FREE SHOPPING WEEK at CENTRAL

SHOP for Rs.3000 & GET Rs.3000 BACK TnC bit.ly/3rLi8kj

Rs500 OFF 598461815585 on Rs5999 + 10% OFF ICICI Bank cards",3000,nan
"SALARY 25000/- to 45000/- Per Month SIMPLE TYPING JOB DATA ENTRY,HAND WRITING WORK & MOBILE WORK Male/Female. Details Call Suhani 8882326925",25000,nan
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 42858.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 285890 2.5 CR Entry Fees - Win -,63529880,nan
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 291391:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699484,nan
"Ecom Express Executive 08046809000 PIN 64520 will deliver your ONLINE order 9111987521. Pay Rs 408.0(CASH,UPI,Payment Link). Code to refuse is 535922",64520,535922
"Ecom Express Executive 08046809000 PIN 75728 will deliver your ONLINE order 9120742910. Pay Rs 283.0(CASH,UPI,Payment Link). Code to refuse is 136376",75728,136376
"Ecom Express Executive 08046809000 PIN 08724 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 373487",08724,373487
Arriving Today: Imran order partner 914461710281 PIN 6373. Track opt contactless //track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share delivery code 1976 delivery partner confirmation status. - Shadowfax,6373,1976
Ecom Express Executive 08046809000 PIN 37225 will deliver your https://shopee/ AWB 9116374275 today. Rs 105.0 payable. Delivery code 557210,37225,557210
"Ecom Express Executive 08046809000 PIN 55435 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 845847",55435,845847
Shadowfax rider 914461710281 PIN 1771 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 3522 Visit https://tracker.shadowfax.in,1771,3522
Shadowfax rider 914461710281 PIN 6826 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 1383 Visit https://tracker.shadowfax.in,6826,1383
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 961668 RS. 973821 A/C NO. XXXX4151 279079. DO NOT SHARE.",4151,279079
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 RS. 500000.00 A/C NO. XXXX1899 27158351. SHARE ANYONE. -SBI,1899,27158351
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 533040 RS. 250756 A/C NO. XXXX6884 609461. DO NOT SHARE.",6884,609461
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 915053 RS. 367716 A/C NO. XXXX8739 289591. DO NOT SHARE.",8739,289591
Dear Sonabai Sudhakar Shambharkar eligible may avail precaution dose private vaccination center 26-04-2022. Please visit CoWIN,26042022,nan
Thank you for shopping at KINS/KLOVE Rs.499 Qty.1Bill No.0004269 Date18-04-2022 For any query contact us at support@kinsfootwear.com,18042022,nan
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 620392 2.5CR Entry Fees - Win -,63065557,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 893429 2.5 CR Entry Fees - Win -,63529880,nan
Arriving Today: Imran order partner 914461710281 PIN 8683. Track opt contactless //track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share delivery code 7720 delivery partner confirmation status. - Shadowfax,8683,7720
"Ecom Express Executive 08046809000 PIN 27427 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 969953",27427,969953
"Ecom Express Executive 08046809000 PIN 95362 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 652656",95362,652656
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 527008 RS. 173809 A/C NO. XXXX7417 531986. DO NOT SHARE.",7417,531986
"Ecom Express Executive 08046809000 PIN 93313 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 780113",93313,780113
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 653393 RS. 513786 A/C NO. XXXX1570 192924. DO NOT SHARE.",1570,192924
"Ecom Express Executive 08046809000 PIN 05013 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 354301",05013,354301
"Ecom Express Executive 08046809000 PIN 41310 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 957072",41310,957072
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 281353 delivery partner confirmation status. - Shadowfax,5985,281353
"Ecom Express Executive 08046809000 PIN 5233 will deliver your Flipkart order 9107791704. Pay Rs 1649.0(CASH,UPI,Payment Link). Code to refuse is 742029",5233,742029
"Ecom Express Executive 08046809000 PIN 22128 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 282020",22128,282020
